NAME,MSINI,MSINIUPPER,MSINILOWER,UMSINI,R,RUPPER,RLOWER,UR,MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,TEFF,TEFFUPPER,TEFFLOWER,UTEFF,A,AUPPER,ALOWER,UA,PER,ECC,I,FIRSTREF,FIRSTURL,ORBREF,ORBURL,DATE
HAT-P-31 b,688.4765908406146,28.835342246660637,28.835342246660637,28.835342246660637,11.993609382104388,5.380310750850566,3.5868738339003783,4.483592292375472,1.218,0.089,0.063,0.076,1.36,0.27,0.18,0.225,6065,100,100,100,0.0611921,0.00127274,0.00127274,0.00127274,5.005425,0.245,87.1,Kipping 2011,http://adsabs.harvard.edu/abs/2011AJ....142...95K,Kipping 2011,http://adsabs.harvard.edu/abs/2011AJ....142...95K,2011
HAT-P-32 b,302.1040759766998,53.86896218740584,53.86896218740584,53.86896218740584,22.832693748922093,1.1096890923629295,1.1096890923629295,1.1096890923629295,1.176,0.043,0.07,0.0565,1.387,0.067,0.067,0.067,6001,88,88,88,0.0344203,0.000573671,0.000573671,0.000573671,2.150009,0.163,88.7,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,2011
HAT-P-33 b,243.15195490609622,37.06377322486693,37.06377322486693,37.06377322486693,20.47880779542497,3.250604411972217,3.250604411972217,3.250604411972217,1.403,0.096,0.096,0.096,1.777,0.028,0.028,0.028,6401,88,88,88,0.0502683,0.00114653,0.00114653,0.00114653,3.474474,0.148,86.7,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,2011
HAT-P-34 b,1058.2435055739682,76.83820432861305,76.83820432861305,76.83820432861305,13.417149934933601,1.434749533560151,1.0312262272463586,1.2329878804032548,1.392,0.047,0.047,0.047,1.197,0.128,0.092,0.11,6442,88,88,88,0.0677467,0.00112911,0.00112911,0.00112911,5.452654,0.441,87.1,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,2012
HAT-P-35 b,334.6767826654615,12.715620151652102,12.715620151652102,12.715620151652102,14.930362333610322,1.0984801116319907,1.0984801116319907,1.0984801116319907,1.236,0.048,0.048,0.048,1.435,0.084,0.084,0.084,6096,88,88,88,0.0497734,0.000829557,0.000829557,0.000829557,3.646706,0.025,87.3,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,2012
HAT-P-36 b,583.1140278196244,31.896075123029025,31.896075123029025,31.896075123029025,14.168151643906493,0.7958376318966462,0.7958376318966462,0.7958376318966462,1.022,0.049,0.049,0.049,1.096,0.056,0.056,0.056,5560,100,100,100,0.0238229,0.000397048,0.000397048,0.000397048,1.327347,0.063,86,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,2012
HAT-P-37 b,372.44928693381536,33.42223049111178,33.42223049111178,33.42223049111178,13.204179301045766,0.8630915162822784,0.8630915162822784,0.8630915162822784,0.929,0.043,0.043,0.043,0.877,0.059,0.044,0.0515,5500,100,100,100,0.0379273,0.000632121,0.000632121,0.000632121,2.79736,0.058,86.9,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,2012
HAT-P-38 b,85.00037054333635,6.4272371145927485,6.4272371145927485,6.4272371145927485,9.247409103024411,1.0312262272463586,0.7061657860491368,0.8686960066477477,0.886,0.044,0.044,0.044,0.923,0.096,0.067,0.0815,5330,100,100,100,0.0522992,0.000871654,0.000871654,0.000871654,4.640382,0.067,88.3,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64...97S,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64...97S,2012
HAT-P-39 b,190.17351486391482,31.73707147233102,31.73707147233102,31.73707147233102,17.609308728304665,1.2105699189413774,9.07927439206033,5.144922155500854,1.404,0.051,0.051,0.051,1.625,0.081,0.061999999999999986,0.0715,6430,100,100,100,0.0509456,0.000849093,0.000849093,0.000849093,3.54387,0,87,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,2012
HAT-P-4 b,213.41607929095105,11.41377974791604,11.41377974791604,11.41377974791604,14.280241451215879,0.5492400558159953,0.6725388438563208,0.6108894498361581,1.248,0.07,0.10999999999999999,0.09,1.596,0.06,0.07500000000000001,0.0675,5860,80,80,80,0.0443853,0.00106695,0.00106695,0.00106695,3.056536,0,89.91,Kovacs 2007,http://adsabs.harvard.edu/abs/2007ApJ...670L..41K,Kovacs 2007,http://adsabs.harvard.edu/abs/2007ApJ...670L..41K,2007
HAT-P-40 b,197.02309847343577,26.196352013658732,26.196352013658732,26.196352013658732,19.391536664523915,0.6949568053181981,0.6949568053181981,0.6949568053181981,1.512,0.045,0.514,0.2795,2.206,0.061,0.061,0.061,6080,100,100,100,0.060845,0.00374916,0.00374916,0.00374916,4.457243,0,88.3,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,2012
HAT-P-41 b,254.12902284824747,32.97569815205383,32.97569815205383,32.97569815205383,18.887132531631675,0.8518825355513397,0.5716580172778727,0.7117702764146062,1.418,0.047,0.047,0.047,1.683,0.058,0.036,0.047,6390,100,100,100,0.0425775,0.000709625,0.000709625,0.000709625,2.694047,0,87.7,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,2012
HAT-P-5 b,334.9501049512905,36.025784171939335,36.025784171939335,36.025784171939335,14.056061836597106,0.5716580172778727,0.6277029209325661,0.5996804691052194,1.157,0.043,0.081,0.062,1.165,0.046,0.052000000000000005,0.049,5960,100,100,100,0.0407152,0.000727266,0.000727266,0.000727266,2.788491,0,86.75,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...671L.173B,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...671L.173B,2007
HAT-P-6 b,335.7160429848347,16.61952049814201,16.61952049814201,16.61952049814201,14.907944372148444,0.7173747667800755,0.6501208823944434,0.6837478245872595,1.29,0.064,0.066,0.065,1.46,0.06,0.06,0.06,6570,80,80,80,0.0523738,0.000879664,0.000879664,0.000879664,3.852985,0,85.51,Noyes 2008,http://adsabs.harvard.edu/abs/2008ApJ...673L..79N,Noyes 2008,http://adsabs.harvard.edu/abs/2008ApJ...673L..79N,2008
HAT-P-7 b,565.2908722506779,20.08016201667169,20.08016201667169,20.08016201667169,15.277840736269422,2.1857512425330428,0.9751813235916648,1.5804662830623537,1.5,0.03,0.03,0.03,1.981,0.013,0.117,0.065,6389,0,34,17,0.037964,0.000632733,0.000632733,0.000632733,2.204737,0,83.111,Pal 2008,http://adsabs.harvard.edu/abs/2008ApJ...680.1450P,Morris 2013,http://adsabs.harvard.edu/abs/2013ApJ...764L..22M,2008
HAT-P-8 b,410.7493667771417,17.231953108365975,17.231953108365975,17.231953108365975,16.81347109640802,0.7846286511657077,0.7846286511657077,0.7846286511657077,1.28,0.04,0.04,0.04,1.58,0.08,0.06000000000000001,0.07,6200,80,80,80,0.0449613,0.000749354,0.000749354,0.000749354,3.076337,0,87.8,Latham 2009,http://adsabs.harvard.edu/abs/2009ApJ...704.1107L,Latham 2009,http://adsabs.harvard.edu/abs/2009ApJ...704.1107L,2009
HAT-P-9 b,246.35649979913626,28.393863191724414,28.393863191724414,28.393863191724414,15.692573023314152,0.6725388438563208,0.6725388438563208,0.6725388438563208,1.28,0.13,0.13,0.13,1.32,0.07,0.07,0.07,6350,150,150,150,0.0528645,0.00178968,0.00178968,0.00178968,3.92289,0,86.5,Shporer 2009,http://adsabs.harvard.edu/abs/2009ApJ...690.1393S,Shporer 2009,http://adsabs.harvard.edu/abs/2009ApJ...690.1393S,2009
HATS-1 b,591.0022361152957,80.22644722305915,80.22644722305915,80.22644722305915,14.594092911682162,1.8158548784120663,1.0984801116319907,1.4571674950220284,0.986,0.054,0.054,0.054,1.038,0.128,0.07500000000000001,0.1015,5870,100,100,100,0.0444708,0.00081184,0.00081184,0.00081184,3.446459,0.12,85.6,Penev 2013,http://adsabs.harvard.edu/abs/2013AJ....145....5P,Penev 2013,http://adsabs.harvard.edu/abs/2013AJ....145....5P,2013
HD 149026 b,114.36217600682936,4.9575259766998085,4.9575259766998085,4.9575259766998085,7.3306733980338965,0.6725388438563208,0.5156131136231793,0.59407597873975,1.294,0.06,0.05,0.055,1.368,0.12,0.08300000000000002,0.1015,6160,50,50,50,0.0431325,0.000718875,0.000718875,0.000718875,2.8758911,0,84.55,Sato 2005,http://adsabs.harvard.edu/abs/2005ApJ...633..465S,Carter 2009,http://adsabs.harvard.edu/abs/2009ApJ...696..241C,2005
HD 17156 b,1048.9060535301796,35.45562117103545,35.45562117103545,35.45562117103545,11.433160345557454,0.8967184584750945,0.8967184584750945,0.8967184584750945,1.285,0.026,0.026,0.026,1.507,0.012,0.012,0.012,6079,56,56,56,0.163197,0.00271996,0.00271996,0.00271996,21.21663,0.6819,87.816,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,Barbieri 2009,http://adsabs.harvard.edu/abs/2009A%26A...503..601B,2007
HD 189733 b,362.434885507683,17.87693013960028,17.87693013960028,17.87693013960028,12.755820071808216,0.30264247973534436,0.30264247973534436,0.30264247973534436,0.806,0.048,0.048,0.048,0.756,0.018,0.018,0.018,5040,50,50,50,0.0309953,0.000615292,0.000615292,0.000615292,2.21857567,0,85.71,Bouchy 2005,http://adsabs.harvard.edu/abs/2005A%26A...444L..15B,Bouchy 2005,http://adsabs.harvard.edu/abs/2005A%26A...444L..15B,2005
HD 209458 b,218.81991513508083,7.5149962488701405,7.5149962488701405,7.5149962488701405,15.233004813345666,0.1681347109640802,0.1681347109640802,0.1681347109640802,1.131,0.0259999,0.024000100000000003,0.025,1.155,0.014,0.016,0.015,6065,50,50,50,0.047235,0.000787249,0.000787249,0.000787249,3.52474859,0,86.71,Henry 2000 ; Charbonneau 2000,http://adsabs.harvard.edu/abs/2000ApJ...529L..41H ; http://adsabs.harvard.edu/abs/2000ApJ...529L..45C,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,2000
HD 80606 b,1236.3828944461181,59.775901727427936,59.775901727427936,59.775901727427936,11.5340411721359,0.19055267242595758,0.19055267242595758,0.19055267242595758,0.958,0.072,0.048,0.06,0.98,0.07,0.07,0.07,5572.51,44,44,44,0.447343,0.0093391,0.0093391,0.0093391,111.4367,0.934,89.285,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375L..27N,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...498L...5M,2001
KELT-2 A b,483.14163452847237,28.523627714170935,28.523627714170935,28.523627714170935,14.414749219987144,0.7285837475110142,0.526822094354118,0.6277029209325661,1.308,0.028,0.024999999999999998,0.0265,1.828,0.07,0.03399999999999999,0.052,6151,49,50,49.5,0.0549707,0.000916178,0.000916178,0.000916178,4.1137912,0,88.6,Beatty 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..39B,Beatty 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..39B,2012
KOI-200 b,211.3795104449131,28.739107376719893,28.739107376719893,28.739107376719893,14.795854564839058,1.5692573023314154,1.5692573023314154,1.5692573023314154,1.4,0.14,0.10999999999999999,0.125,1.51,0.14,0.14,0.14,6050,110,110,110,0.0827067,0.00246151,0.00246151,0.00246151,7.340718,0.287,85.55,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Hebrard 2013,http://arxiv.org/abs/1304.6002,2011
KOI-889 b,3172.941209199558,158.14236768102842,158.14236768102842,158.14236768102842,11.54525015286684,0.6725388438563208,0.6725388438563208,0.6725388438563208,0.88,0.06,0.06,0.06,0.88,0.04,0.04,0.04,5330,120,120,120,0.0807413,0.00183503,0.00183503,0.00183503,8.884924,0.569,89.1,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Hebrard 2013,http://arxiv.org/abs/1304.6002,2011
Kepler-10 b,4.517508878176157,1.2484821728432258,1.2484821728432258,1.2484821728432258,1.4159969087972906,0.03299991181072733,0.035999883413555755,0.03449989761214154,0.895,0.06,0.06,0.06,1.056,0.021,0.021,0.021,5627,44,44,44,0.0167573,0.000374465,0.000374465,0.000374465,0.837495,0,84.4,Batalha 2011,http://adsabs.harvard.edu/abs/2011ApJ...729...27B,Batalha 2011,http://adsabs.harvard.edu/abs/2011ApJ...729...27B,2011
Kepler-11 b,4.296880586522045,2.1996087677011147,1.9993843025007532,2.099496535100934,1.9700007814239346,0.19000006967592228,0.19000006967592228,0.19000006967592228,0.95,0.1,0.1,0.1,1.1,0.1,0.1,0.1,5680,100,100,100,0.0910985,0.00319644,0.00319644,0.00319644,10.30375,0,88.5,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,2011
Kepler-11 c,13.4976714873958,4.799030832580094,6.095722607211005,5.4473767198955505,3.1499926009313115,0.299999402078989,0.299999402078989,0.299999402078989,0.95,0.1,0.1,0.1,1.1,0.1,0.1,0.1,5680,100,100,100,0.106504,0.00373699,0.00373699,0.00373699,13.02502,0,89,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,2011
Kepler-11 d,6.1000131314653,3.0996654112684543,1.700337940142613,2.400001675705534,3.4299929395901603,0.31999958639720294,0.31999958639720294,0.31999958639720294,0.95,0.1,0.1,0.1,1.1,0.1,0.1,0.1,5680,100,100,100,0.154183,0.00540994,0.00540994,0.00540994,22.68719,0,89.3,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,2011
Kepler-11 e,8.39868533694888,2.4980385658330824,1.9005433363462887,2.199290951089685,4.5199990617895605,0.43918692030542006,0.43918692030542006,0.43918692030542006,0.95,0.1,0.1,0.1,1.1,0.1,0.1,0.1,5680,100,100,100,0.1939,0.0068035,0.0068035,0.0068035,31.9959,0,88.8,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,2011
Kepler-11 f,2.2978141006327206,2.199656440192829,1.2003456688761673,1.7000010545344981,2.6099999542183405,0.24999950173249083,0.24999950173249083,0.24999950173249083,0.95,0.1,0.1,0.1,1.1,0.1,0.1,0.1,5680,100,100,100,0.249453,0.00875275,0.00875275,0.00875275,46.68876,0,89.4,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,2011
Kepler-12 b,137.25069272873353,13.204612789996986,13.204612789996986,13.204612789996986,18.999222338941063,0.31385146046628304,0.35868738339003775,0.3362694219281604,1.166,0.051,0.054,0.0525,1.483,0.025,0.028999999999999998,0.027,5947,100,100,100,0.0556348,0.000927246,0.000927246,0.000927246,4.4379637,0,88.76,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Fortney 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....9F,2011
Kepler-14 b,2671.7030968163103,93.30364733353419,93.30364733353419,93.30364733353419,12.73340211034634,0.8182555933585236,0.6052849594706888,0.7117702764146062,1.512,0.043,0.043,0.043,2.048,0.112,0.084,0.098,6395,60,60,60,0.0806879,0.0013448,0.0013448,0.0013448,6.790123,0.0350051,90,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Bucchave 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....3B,2011
Kepler-15 b,210.32149894546546,25.09788245957618,25.09788245957618,25.09788245957618,10.760621501701133,0.7846286511657077,0.6725388438563208,0.7285837475110142,1.018,0.044,0.032,0.038,0.992,0.058,0.07,0.064,5515,122,130,126,0.0571382,0.000952303,0.000952303,0.000952303,4.942782,0.133933,87.44,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Endl 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...13E,2011
Kepler-16 b,105.83293160590539,5.085065782866325,5.085065782866325,5.085065782866325,8.449329674981577,0.02914334990044057,0.025780655681158966,0.027462002790799765,0.6897,0.0035,0.0034,0.00345,0.6489,0.0013,0.0013,0.0013,4450,150,150,150,0.646795,0.0107801,0.0107801,0.0107801,228.776,0.0069,90.0322,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Doyle 2011,http://adsabs.harvard.edu/abs/2011Sci...333.1602D,2011
Kepler-17 b,787.0760163703927,32.431596113287135,32.431596113287135,32.431596113287135,14.907944372148444,0.44835922923754723,0.44835922923754723,0.44835922923754723,1.16,0.06,0.06,0.06,1.05,0.03,0.03,0.03,5781,85,85,85,0.0267923,0.000461936,0.000461936,0.000461936,1.4857108,0,87.22,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Desert 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...14D,2011
Kepler-18 b,6.872593532188409,3.4822530481068594,3.4822530481068594,3.4822530481068594,2.0000184318213887,0.09998410811997303,0.09998410811997303,0.09998410811997303,0.972,0.042,0.042,0.042,1.108,0.051,0.051,0.051,5383,44,44,44,0.0447299,0.000745498,0.000745498,0.000745498,3.504725,0,84.92,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,2011
Kepler-18 c,17.285092045796926,1.9053391890127547,1.9053391890127547,1.9053391890127547,5.489990627302801,0.25999903344256126,0.25999903344256126,0.25999903344256126,0.972,0.042,0.042,0.042,1.108,0.051,0.051,0.051,5383,44,44,44,0.0752115,0.00125353,0.00125353,0.00125353,7.64159,0.000338541,87.68,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,2011
Kepler-18 d,16.38999334136788,1.3975985487596667,1.3975985487596667,1.3975985487596667,6.97998922688575,0.32999911810727334,0.32999911810727334,0.32999911810727334,0.972,0.042,0.042,0.042,1.108,0.051,0.051,0.051,5383,44,44,44,0.117171,0.00195285,0.00195285,0.00195285,14.85888,0.000521567,88.07,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,2011
Kepler-20 b,8.45865733152556,2.1221060088380033,2.1221060088380033,2.1221060088380033,1.9082953425001177,0.11989237879619323,0.2098130640159295,0.16485272140606136,0.912,0.034,0.034,0.034,0.944,0.06,0.095,0.0775,5455,100,100,100,0.0453704,0.000756174,0.000756174,0.000756174,3.6961219,0,86.5,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,2011
Kepler-20 c,15.727536396504972,3.3142234056442703,3.3142234056442703,3.3142234056442703,3.0672591141562533,0.19982137859237076,0.30972319286307837,0.25477228572772453,0.912,0.034,0.034,0.034,0.944,0.06,0.095,0.0775,5455,100,100,100,0.0930411,0.00155068,0.00155068,0.00155068,10.854092,0,88.39,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,2011
Kepler-20 d,7.52774069498845,7.218473350406748,7.218473350406748,7.218473350406748,2.7475453567676893,0.16984856411784074,0.2997315074395196,0.23479003577868016,0.912,0.034,0.034,0.034,0.944,0.06,0.095,0.0775,5455,100,100,100,0.345324,0.0057554,0.0057554,0.0057554,77.61184,0,89.57,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,2011
Kepler-34 b,69.91965451441197,3.495982725720598,3.1781661142914537,3.3370744200060263,8.563661278437152,0.15692573023314152,0.13450776877126414,0.14571674950220284,1.0479,0.0033,0.003,0.00315,1.1618,0.0027,0.0030999999999999995,0.0029,,,,,0.86856,0.0144767,0.0144767,0.0144767,288.822,0.182,90.355,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,2012
Kepler-35 b,40.362709651501454,6.3563322285829065,6.3563322285829065,6.3563322285829065,8.160137972123358,0.15692573023314152,0.15692573023314152,0.15692573023314152,0.8877,0.0051,0.005299999999999999,0.0052,1.0284,0.002,0.0018999999999999998,0.00195,,,,,0.48628,0.00810778,0.00810778,0.00810778,131.458,0.042,90.76,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,2012
Kepler-36 b,4.461318901275485,0.3007625720598574,0.3007625720598574,0.3007625720598574,1.484674333735752,0.03496876927611671,0.03496876927611671,0.03496876927611671,1.071,0.043,0.043,0.043,1.626,0.019,0.019,0.019,5911,66,66,66,0.115423,0.00192372,0.00192372,0.00192372,13.83989,0,89.52,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Carter 2012,http://adsabs.harvard.edu/abs/2012Sci...337..556C,2011
Kepler-36 c,8.100764045395199,0.5313607708145023,0.5313607708145023,0.5313607708145023,3.6757162151737974,0.05395173859299791,0.05395173859299791,0.05395173859299791,1.071,0.043,0.043,0.043,1.626,0.019,0.019,0.019,5911,66,66,66,0.128401,0.00214002,0.00214002,0.00214002,16.23855,0,89.76,Carter 2012,http://adsabs.harvard.edu/abs/2012Sci...337..556C,Carter 2012,http://adsabs.harvard.edu/abs/2012Sci...337..556C,2012
